networkType,batteryLevel,isCharging,updateSizeMb,usageFrequency,isCriticalUpdate,shouldUpdate
2,0.793,0,73.38,0.315,0,1
1,0.736,0,161.58,0.553,0,0
2,0.963,1,682.94,0.78,0,1
0,0.954,0,563.66,0.59,0,0
2,0.687,0,648.43,0.433,0,0
2,0.695,0,106.89,0.664,0,0
2,0.38,0,491.78,0.81,0,0
1,0.291,0,162.49,0.465,1,0
2,0.041,1,233.06,0.02,0,1
2,0.665,1,133.95,0.147,0,0
2,0.78,1,512.37,0.128,0,1
2,0.897,0,396.76,0.588,1,1
1,0.512,0,260.13,0.442,0,0
2,0.796,0,564.21,0.271,0,0
2,0.184,0,651.95,0.541,1,1
2,0.783,0,378.33,0.914,0,1
2,0.975,0,467.54,0.556,0,0
2,0.466,0,595.94,0.358,0,0
1,0.744,0,358.1,0.37,0,0
0,0.177,0,524.63,0.23,0,1
1,0.393,0,79.67,0.591,1,1
2,0.315,1,404.69,0.385,0,1
2,0.541,1,785.41,0.323,0,0
2,0.296,0,287.01,0.304,0,0
0,0.248,0,697.68,0.606,0,0
2,0.752,0,296.41,0.741,0,1
2,0.084,0,286.7,0.519,0,0
1,0.809,0,161.21,0.686,0,0
2,0.422,1,313.62,0.596,0,0
2,0.536,0,110.21,0.483,0,1
1,0.576,0,60.86,0.388,0,0
2,0.297,1,676.93,0.946,0,1
2,0.578,1,114.39,0.6,0,1
1,0.871,1,140.67,0.343,0,1
2,0.825,0,269.65,0.313,0,1
1,0.473,1,94.85,0.68,0,1
1,0.31,0,273.99,0.422,0,0
1,0.636,0,189.8,0.222,0,0
2,0.63,1,61.37,0.436,0,1
2,0.533,1,268.8,0.652,0,1
2,0.829,0,685.65,0.105,0,0
1,0.651,0,229.09,0.23,0,0
0,0.43,0,325.41,0.449,0,1
2,0.742,0,587.95,0.678,0,0
2,0.158,0,628.01,0.598,0,0
2,0.275,1,702.21,0.442,0,0
1,0.769,0,100.75,0.889,1,1
2,0.895,0,585.03,0.73,0,1
2,0.547,1,636.33,0.704,0,1
2,0.701,0,425.34,0.375,0,1
2,0.27,0,748.36,0.408,0,0
2,0.315,0,375.46,0.256,0,1
2,0.559,1,477.6,0.712,0,1
1,0.354,1,79.1,0.866,0,1
1,0.596,0,192.69,0.043,0,0
2,0.67,0,586.94,0.272,0,0
2,0.564,0,270.32,0.875,0,1
2,0.382,0,325.95,0.545,1,1
1,0.644,0,155.39,0.074,0,0
1,0.498,0,405.73,0.402,0,0
2,0.47,0,323.95,0.419,0,1
1,0.943,1,167.36,0.897,0,1
2,0.17,1,176.09,0.301,0,1
1,0.547,0,193.47,0.878,0,0
1,0.37,0,200.03,0.747,0,0
2,0.682,1,161.52,0.202,0,1
2,0.134,0,604.38,0.271,0,0
2,0.504,1,138.13,0.419,0,1
2,0.573,0,458.84,0.474,0,0
2,0.643,0,129.53,0.44,0,1
0,0.384,1,605.08,0.321,0,0
2,0.646,0,324.84,0.678,0,1
2,0.561,0,294.35,0.477,0,1
0,0.532,1,188.78,0.69,0,0
2,0.751,0,279.27,0.531,0,1
2,0.71,1,686.87,0.724,0,1
2,0.659,0,299.54,0.079,0,1
2,0.724,0,249.8,0.641,0,1
1,0.34,0,64.25,0.172,0,0
2,0.635,0,130.55,0.378,0,1
2,0.657,0,235.05,0.079,0,1
2,0.778,0,389.26,0.222,0,1
2,0.655,0,434.9,0.014,0,1
2,0.482,1,299.28,0.677,0,1
1,0.837,1,152.3,0.024,0,0
2,0.442,0,96.2,0.634,0,1
2,0.363,1,173.31,0.755,1,1
1,0.604,0,101.79,0.284,1,1
1,0.128,0,131.52,0.32,1,0
2,0.82,0,341.45,0.335,0,1
2,0.357,0,659.63,0.507,0,0
2,0.429,0,369.7,0.063,0,1
2,0.849,0,554.57,0.597,0,0
2,0.49,0,347.65,0.556,0,1
1,0.608,1,219.5,0.081,0,1
1,0.322,1,233.84,0.144,0,0
2,0.966,1,158.41,0.532,0,1
0,0.378,0,546.25,0.488,0,0
2,0.337,0,235.66,0.156,0,1
2,0.181,0,93.42,0.497,0,0
1,0.144,0,155.19,0.722,0,0
2,0.608,0,253.87,0.135,0,1
1,0.643,0,118.58,0.437,0,0
2,0.584,0,118.26,0.359,1,1
1,0.107,0,84.42,0.661,0,0
1,0.129,1,335.29,0.783,0,0
2,0.743,0,169.55,0.819,0,1
2,0.908,0,236.53,0.138,0,1
2,0.381,0,550.82,0.376,0,0
0,0.835,0,249.32,0.138,1,0
2,0.752,0,296.26,0.761,0,1
2,0.305,1,152.6,0.341,0,1
2,0.764,0,155.47,0.309,0,1
2,0.079,0,155.55,0.414,1,1
1,0.636,1,69.12,0.376,0,1
0,0.047,0,625.07,0.463,0,0
2,0.471,1,281.85,0.478,1,1
2,0.604,1,506.06,0.742,0,1
0,0.651,0,76.17,0.234,0,0
1,0.982,0,269.43,0.901,1,0
2,0.645,0,285.05,0.507,0,1
2,0.464,1,327.58,0.587,1,1
1,0.827,0,131.93,0.655,0,0
2,0.305,0,141.8,0.616,0,1
1,0.712,1,219.78,0.451,1,1
1,0.231,0,243.68,0.634,0,0
1,0.371,0,305.36,0.353,0,1
1,0.599,1,284.67,0.677,0,0
2,0.703,0,626.03,0.438,0,0
2,0.251,0,262.57,0.637,0,0
2,0.694,0,655.57,0.579,0,0
0,0.686,0,172.85,0.439,1,0
1,0.539,1,208.48,0.727,0,1
2,0.834,0,392.42,0.403,0,1
2,0.736,1,329.45,0.116,0,1
1,0.163,0,249.24,0.252,0,0
2,0.567,1,163.4,0.221,0,1
1,0.654,0,71.13,0.405,1,1
2,0.613,0,372.3,0.075,0,1
2,0.871,0,132.3,0.361,0,1
1,0.56,1,269.53,0.21,0,0
2,0.19,0,612.88,0.554,0,0
1,0.315,0,126.3,0.501,1,0
1,0.61,0,286.36,0.622,0,0
1,0.375,1,105.38,0.181,0,0
2,0.792,0,561.49,0.388,0,0
2,0.429,1,257.72,0.262,1,1
1,0.338,0,79.49,0.532,0,0
2,0.214,0,569.07,0.765,0,0
2,0.814,0,313.71,0.597,0,1
0,0.673,1,62.74,0.513,0,0
2,0.505,0,654.22,0.507,1,1
1,0.169,0,236.46,0.856,0,0
0,0.31,0,359.37,0.625,0,0
1,0.273,1,251.98,0.225,0,0
2,0.383,1,458.35,0.388,0,1
2,0.691,1,525.48,0.895,0,1
2,0.376,1,286.61,0.141,0,1
2,0.636,1,355.72,0.73,0,1
1,0.629,1,236.31,0.525,0,1
2,0.28,0,524.31,0.573,0,0
2,0.66,1,332.89,0.509,0,1
1,0.259,0,170.51,0.191,0,0
2,0.633,0,430.96,0.566,0,1
2,0.853,1,290.9,0.689,0,1
2,0.421,1,357.89,0.39,0,1
2,0.764,0,118.49,0.65,1,1
2,0.71,1,264.63,0.052,1,1
2,0.569,0,532.53,0.171,1,1
2,0.689,0,347.97,0.211,0,1
1,0.762,1,72.87,0.287,1,1
0,0.091,0,609.02,0.839,0,0
2,0.854,0,856.76,0.171,0,0
2,0.803,1,274.89,0.312,0,1
2,0.386,0,214.57,0.873,0,1
1,0.87,1,197.11,0.642,0,1
0,0.561,1,304.72,0.204,0,0
0,0.244,1,693.52,0.676,0,0
1,0.561,1,112.41,0.301,0,1
0,0.674,0,621.82,0.496,0,1
1,0.771,0,357.13,0.762,0,0
2,0.466,1,372.52,0.724,0,1
1,0.541,0,162.75,0.36,0,0
2,0.646,0,353.9,0.473,0,1
2,0.288,0,597.4,0.268,0,0
1,0.418,1,90.99,0.53,0,1
1,0.61,0,69.85,0.225,0,0
1,0.674,1,120.69,0.563,0,1
1,0.509,0,81.73,0.347,0,0
2,0.334,0,131.2,0.302,0,1
1,0.076,1,165.4,0.247,1,0
2,0.904,0,206.31,0.228,1,1
1,0.455,0,284.54,0.732,0,0
1,0.039,1,248.61,0.098,0,0
2,0.43,0,419.62,0.779,0,1
1,0.873,0,52.75,0.359,0,0
1,0.497,0,169.99,0.241,0,0
2,0.819,0,212.6,0.697,1,1
2,0.517,1,241.18,0.513,1,1
1,0.23,0,64.41,0.108,0,0
2,0.336,1,539.65,0.952,1,1
1,0.629,1,189.15,0.357,0,1
1,0.4,0,264.66,0.11,1,0
1,0.246,0,265.23,0.722,0,0
2,0.687,0,239.19,0.742,1,1
2,0.319,1,126.21,0.785,0,1
1,0.76,0,231.5,0.616,0,0
2,0.779,0,51.38,0.388,0,1
2,0.568,1,135.74,0.099,0,1
2,0.075,0,194.53,0.28,0,0
2,0.716,1,552.42,0.458,0,1
1,0.899,0,257.3,0.53,0,0
2,0.522,1,157.64,0.354,0,1
2,0.494,0,35.94,0.084,0,1
2,0.807,1,400.24,0.092,0,1
1,0.188,1,149.68,0.609,0,0
1,0.352,0,413.16,0.811,0,0
2,0.24,0,588.79,0.538,0,0
2,0.298,0,66.26,0.371,1,1
1,0.896,0,210.26,0.585,0,0
2,0.911,1,486.03,0.289,1,1
2,0.635,1,89.6,0.359,0,1
1,0.576,0,360.41,0.664,1,0
2,0.69,0,98.41,0.494,0,1
2,0.496,1,255.23,0.749,0,1
0,0.38,0,601.33,0.927,0,0
2,0.294,0,455.53,0.709,0,0
1,0.675,0,473.88,0.466,0,0
1,0.851,0,86.38,0.792,0,1
2,0.671,0,327.92,0.483,0,1
1,0.959,0,85.26,0.132,0,0
1,0.431,0,328.16,0.464,0,0
2,0.019,1,144.71,0.536,1,1
2,0.691,0,710.85,0.829,0,0
1,0.622,0,329.7,0.301,0,0
1,0.376,0,154.08,0.651,0,0
2,0.27,0,314.21,0.428,0,0
1,0.721,1,119.6,0.593,0,1
1,0.5,0,213.66,0.62,0,0
2,0.302,0,62.71,0.852,0,1
2,0.228,1,254.95,0.086,0,1
1,0.25,0,396.57,0.069,0,0
1,0.415,0,244.64,0.162,0,0
2,0.476,1,210.72,0.934,0,1
2,0.078,0,309.04,0.295,1,1
2,0.841,0,168.45,0.899,0,1
2,0.171,0,523.84,0.135,0,0
2,0.454,0,418.25,0.22,0,1
2,0.321,0,122.54,0.275,0,1
2,0.731,0,238.59,0.706,0,1
2,0.265,0,166.51,0.48,0,0
2,0.713,1,501.22,0.35,0,1
2,0.424,0,99.59,0.46,0,1
2,0.113,1,497.96,0.219,0,1
0,0.4,1,555.63,0.883,0,0
2,0.438,0,407.81,0.721,0,1
2,0.466,0,288.53,0.875,0,1
2,0.518,0,319.35,0.597,0,1
1,0.622,0,202.17,0.527,0,0
2,0.268,1,480.25,0.388,1,1
1,0.609,0,107.19,0.55,0,0
1,0.473,1,343.82,0.337,0,0
2,0.57,0,859.63,0.559,1,1
1,0.332,0,332.16,0.837,0,0
2,0.5,0,373.84,0.383,1,1
1,0.891,0,434.34,0.246,0,0
2,0.246,0,256.56,0.376,0,0
1,0.446,0,321.09,0.459,0,0
1,0.44,0,280.42,0.302,1,0
2,0.913,0,77.7,0.797,0,1
2,0.541,1,275.05,0.19,0,1
1,0.785,1,359.24,0.571,0,0
1,0.808,0,202.44,0.292,0,0
2,0.627,0,298.33,0.449,0,1
1,0.866,0,462.37,0.543,1,0
2,0.845,0,222.35,0.237,0,1
2,0.345,0,648.76,0.576,0,0
0,0.77,0,447.63,0.046,0,0
2,0.629,0,847.88,0.41,0,0
2,0.466,0,554.53,0.492,0,0
2,0.871,0,257.13,0.702,0,1
2,0.879,0,123.05,0.132,0,1
2,0.526,0,138.14,0.57,0,1
2,0.407,0,712.74,0.832,0,0
2,0.777,0,79.6,0.539,0,1
2,0.215,1,352.75,0.693,1,1
2,0.87,0,840.44,0.829,0,0
2,0.306,0,719.11,0.724,1,1
1,0.54,0,128.53,0.704,0,0
2,0.213,1,338.9,0.322,0,1
2,0.623,0,330.08,0.713,0,1
1,0.863,0,25.67,0.156,0,0
1,0.467,0,152.43,0.461,0,0
2,0.59,0,526.03,0.38,0,0
2,0.337,0,163.97,0.841,0,1
2,0.84,0,407.94,0.46,1,1
2,0.779,0,271.79,0.847,0,1
2,0.609,0,448.27,0.193,0,1
2,0.501,0,191.57,0.352,0,1
1,0.539,0,120.59,0.747,0,0
1,0.612,1,59.34,0.479,0,1
1,0.392,1,332.65,0.708,0,0
2,0.66,0,228.04,0.916,0,1
0,0.397,0,668.6,0.832,0,0
2,0.548,0,431.92,0.767,0,1
1,0.255,0,182.1,0.598,1,0
2,0.769,0,252.44,0.656,0,1
2,0.4,0,652.17,0.772,0,0
1,0.363,0,426.27,0.347,0,0
1,0.531,0,327.59,0.9,0,0
1,0.813,1,72.2,0.647,0,1
2,0.588,0,109.35,0.337,0,1
2,0.272,0,294.16,0.381,0,0
2,0.409,0,274.34,0.19,0,1
2,0.201,0,220.39,0.706,0,0
1,0.821,0,263.25,0.742,0,0
2,0.641,0,171.93,0.094,0,1
2,0.514,0,264.22,0.635,0,1
2,0.224,0,356.31,0.419,0,0
0,0.42,0,550.68,0.273,0,0
1,0.055,0,425.45,0.429,0,0
2,0.727,0,276.28,0.85,0,1
2,0.581,0,737.25,0.461,0,0
2,0.366,1,331.65,0.825,0,1
2,0.744,0,69.13,0.425,0,1
2,0.909,0,416.94,0.25,0,1
1,0.427,0,105.75,0.692,0,0
1,0.52,0,143.26,0.06,0,0
1,0.479,1,251.77,0.786,0,0
0,0.413,1,145.52,0.235,0,0
1,0.552,0,83.94,0.801,1,1
1,0.178,0,397.19,0.2,0,0
1,0.924,0,341.16,0.197,0,0
2,0.51,0,168.14,0.585,0,1
2,0.393,1,807.37,0.549,1,1
1,0.26,0,126.8,0.52,0,0
1,0.839,0,196.27,0.101,0,0
2,0.587,0,108.39,0.507,0,1
2,0.903,0,147.1,0.038,0,1
2,0.24,0,39.29,0.041,0,0
2,0.728,0,29.23,0.116,0,1
2,0.524,0,546.74,0.421,0,0
2,0.687,0,633.55,0.723,0,1
2,0.211,1,549.65,0.633,0,1
2,0.555,0,621.83,0.266,0,0
2,0.842,0,415.6,0.387,0,1
2,0.197,0,274.12,0.654,0,0
1,0.39,0,72.79,0.2,0,0
1,0.897,0,123.78,0.339,0,0
2,0.738,0,760.47,0.607,1,1
1,0.146,0,328.34,0.272,1,0
2,0.579,0,338.55,0.543,1,1
2,0.644,0,310.32,0.736,0,1
2,0.544,0,255.8,0.665,0,1
1,0.862,1,351.55,0.274,1,0
2,0.486,0,644.64,0.211,1,1
1,0.297,0,469.87,0.682,0,0
1,0.384,0,460.95,0.475,0,0
2,0.402,1,357.12,0.835,0,1
2,0.345,1,676.08,0.519,0,1
2,0.602,1,261.69,0.066,0,1
2,0.563,1,323.79,0.125,0,1
1,0.709,1,369.22,0.367,0,0
2,0.64,0,326.26,0.887,0,1
1,0.375,0,354.52,0.104,0,0
2,0.348,1,350.16,0.177,0,1
1,0.761,1,42.03,0.464,0,1
1,0.721,0,169.29,0.157,1,0
2,0.991,0,122.5,0.633,0,1
1,0.902,1,160.28,0.282,0,1
1,0.321,0,99.83,0.675,0,0
2,0.152,0,627.56,0.964,0,0
2,0.124,0,580.39,0.121,0,0
2,0.333,0,250.39,0.449,0,1
2,0.858,1,87.56,0.57,0,1
1,0.452,1,163.11,0.847,1,1
1,0.8,0,142.09,0.259,1,0
0,0.374,0,119.72,0.411,0,0
2,0.596,0,362.75,0.94,0,1
2,0.54,0,515.57,0.528,0,0
0,0.621,0,212.47,0.42,0,0
2,0.625,0,287.82,0.609,0,1
2,0.44,0,287.26,0.544,1,1
1,0.463,0,79.69,0.548,1,1
2,0.233,0,165.67,0.557,0,0
2,0.571,0,454.82,0.148,0,0
2,0.546,0,535.85,0.351,0,0
1,0.559,0,228.22,0.301,0,0
2,0.707,0,417.05,0.451,0,1
2,0.48,0,205.76,0.373,0,1
2,0.067,0,160.7,0.378,0,0
2,0.804,1,96.02,0.291,0,1
2,0.371,0,535.18,0.32,0,0
2,0.303,1,463.2,0.365,0,1
2,0.633,1,233.44,0.883,0,1
2,0.488,0,436.87,0.741,1,1
0,0.234,1,415.48,0.454,1,0
2,0.189,0,91.5,0.676,0,0
2,0.145,0,200.52,0.862,0,0
1,0.93,1,254.83,0.481,0,0
2,0.559,1,146.38,0.23,0,1
1,0.332,1,78.03,0.158,0,0
1,0.411,0,207.69,0.691,1,0
2,0.202,0,86.22,0.59,0,0
1,0.433,0,175.96,0.677,0,0
2,0.288,0,380.88,0.375,0,0
2,0.131,0,61.93,0.624,0,0
1,0.771,1,33.29,0.495,0,1
1,0.853,0,97.97,0.904,0,1
0,0.588,1,586.25,0.215,1,0
2,0.69,0,50.98,0.343,0,1
1,0.548,1,160.61,0.667,0,1
2,0.172,0,224.59,0.33,0,0
1,0.033,0,355.86,0.306,0,0
2,0.673,0,392.65,0.22,0,0
1,0.807,0,132.19,0.145,0,0
2,0.134,0,553.81,0.59,1,1
2,0.636,0,145.91,0.096,0,1
1,0.722,0,207.78,0.839,0,0
1,0.334,1,110.93,0.473,1,1
2,0.149,0,251.93,0.2,0,0
2,0.726,0,580.12,0.252,0,0
1,0.761,1,77.94,0.519,0,1
0,0.71,0,577.34,0.479,0,0
1,0.362,1,108.58,0.301,0,0
1,0.705,1,392.23,0.218,0,0
1,0.77,0,257.78,0.688,0,0
2,0.547,0,80.29,0.717,0,1
2,0.36,0,196.92,0.523,0,1
1,0.556,0,48.34,0.688,1,1
2,0.393,0,365.81,0.618,0,1
1,0.889,0,53.17,0.229,0,0
1,0.775,1,188.3,0.747,0,1
2,0.347,0,436.62,0.507,0,1
2,0.719,0,379.51,0.649,0,1
1,0.676,0,221.2,0.169,0,0
0,0.482,1,308.61,0.377,0,0
1,0.255,0,183.2,0.562,0,0
2,0.175,0,483.52,0.931,1,1
1,0.336,0,220.56,0.541,0,0
2,0.294,1,749.13,0.126,0,0
1,0.296,0,316.26,0.422,1,0
2,0.792,1,436.12,0.496,0,1
2,0.511,0,157.65,0.542,0,1
2,0.276,1,794.94,0.538,0,0
1,0.396,0,141.32,0.845,0,1
2,0.352,0,221.0,0.386,0,1
2,0.412,0,469.43,0.875,0,0
1,0.93,1,315.29,0.686,0,0
0,0.487,0,80.91,0.794,0,0
2,0.774,0,795.78,0.828,0,0
1,0.39,0,129.51,0.328,1,0
1,0.275,0,135.74,0.768,0,0
0,0.503,0,283.29,0.628,0,0
1,0.222,0,69.12,0.478,0,0
1,0.185,1,174.61,0.691,0,0
1,0.475,0,330.93,0.473,0,0
2,0.258,1,160.16,0.276,0,1
1,0.651,1,34.59,0.613,0,1
2,0.344,0,680.73,0.078,0,0
1,0.06,0,124.94,0.164,0,0
2,0.311,0,776.82,0.447,0,0
2,0.396,0,718.44,0.458,0,0
1,0.522,0,257.01,0.357,0,0
1,0.496,1,80.74,0.348,0,1
2,0.333,1,631.24,0.878,1,1
2,0.644,0,133.9,0.533,0,1
1,0.975,0,269.01,0.302,0,0
2,0.765,1,319.9,0.363,0,1
2,0.513,1,164.31,0.428,0,1
1,0.373,0,59.75,0.66,1,1
1,0.391,0,189.2,0.529,0,0
1,0.398,0,292.41,0.203,0,0
1,0.726,1,226.33,0.638,0,0
1,0.478,1,261.64,0.553,0,0
2,0.55,1,266.93,0.713,0,1
2,0.504,0,196.07,0.227,0,1
2,0.644,0,609.57,0.853,0,1
2,0.597,0,155.54,0.526,0,1
1,0.513,0,263.38,0.255,0,0
1,0.563,0,444.14,0.213,1,0
2,0.285,0,348.14,0.405,0,0
1,0.665,1,61.0,0.219,0,1
1,0.949,0,260.54,0.744,0,0
2,0.878,0,167.72,0.797,1,1
2,0.628,0,323.57,0.302,0,1
2,0.797,1,592.8,0.58,0,1
1,0.732,1,84.8,0.529,1,1
2,0.396,1,385.92,0.661,0,1
2,0.344,1,106.08,0.421,0,1
2,0.621,0,603.13,0.482,0,0
2,0.471,0,433.11,0.835,0,1
2,0.896,1,253.3,0.883,1,1
1,0.618,1,180.67,0.073,0,1
2,0.673,0,272.68,0.491,0,1
2,0.228,0,665.7,0.39,1,1
2,0.35,1,277.39,0.269,0,1
2,0.773,0,206.9,0.569,0,1
2,0.628,0,556.47,0.378,0,0
1,0.813,0,236.39,0.09,0,0
1,0.727,0,93.19,0.189,0,0
2,0.295,0,109.94,0.285,0,0
2,0.236,0,385.47,0.191,0,0
2,0.857,0,179.37,0.023,0,1
2,0.853,0,226.87,0.469,0,1
1,0.792,1,78.46,0.839,0,1
2,0.538,0,272.3,0.295,0,1
0,0.672,0,84.19,0.798,0,0
2,0.908,0,369.87,0.314,0,1
2,0.597,0,613.75,0.661,0,0
2,0.333,0,531.66,0.787,0,0
0,0.276,1,447.82,0.817,0,0
2,0.876,1,237.11,0.708,0,1
2,0.301,0,70.07,0.772,0,1
0,0.576,0,235.23,0.333,0,0
2,0.533,0,437.11,0.273,0,1
1,0.669,0,467.36,0.618,0,0
2,0.407,1,612.11,0.763,0,1
2,0.458,0,189.3,0.323,0,1
2,0.577,1,369.99,0.358,0,1
0,0.578,1,689.82,0.759,0,0
1,0.369,1,391.82,0.788,0,0
1,0.053,0,118.01,0.588,0,0
2,0.771,1,137.58,0.658,1,1
0,0.322,0,34.03,0.792,1,0
2,0.846,1,183.57,0.505,0,1
2,0.622,0,384.93,0.837,1,1
1,0.348,1,177.3,0.337,0,0
2,0.558,0,699.54,0.231,0,0
1,0.52,0,216.43,0.821,1,0
1,0.448,0,176.43,0.5,0,0
2,0.281,1,116.76,0.464,0,1
1,0.798,1,254.23,0.605,0,0
2,0.393,1,570.12,0.323,1,1
2,0.444,0,167.77,0.781,0,1
2,0.608,0,346.73,0.491,0,1
2,0.169,0,170.15,0.537,0,0
2,0.316,1,6.81,0.3,1,1
1,0.415,0,337.11,0.057,0,0
2,0.726,0,210.39,0.671,0,1
1,0.511,1,354.73,0.139,0,0
2,0.524,0,761.25,0.525,0,0
2,0.77,1,311.76,0.258,0,1
2,0.275,0,653.25,0.825,0,0
2,0.463,1,435.93,0.632,0,1
2,0.31,0,426.65,0.585,0,1
2,0.764,0,220.64,0.761,0,1
1,0.805,0,92.12,0.737,1,1
0,0.408,1,546.54,0.292,0,0
2,0.421,1,129.74,0.286,0,1
1,0.728,0,203.04,0.178,0,0
1,0.27,0,90.09,0.696,0,0
1,0.896,1,189.14,0.714,1,1
2,0.632,0,179.94,0.71,0,1
0,0.434,0,541.32,0.311,1,0
2,0.728,1,145.86,0.462,0,1
2,0.645,0,647.32,0.401,1,1
2,0.266,1,261.97,0.496,1,1
1,0.572,0,267.97,0.298,0,0
2,0.735,0,577.95,0.898,0,1
2,0.271,0,234.22,0.229,0,0
2,0.581,0,178.22,0.468,0,1
2,0.88,0,187.59,0.29,1,1
2,0.571,0,364.71,0.606,0,1
2,0.366,1,100.98,0.304,0,1
2,0.654,0,210.7,0.889,0,1
2,0.782,0,428.5,0.854,0,1
2,0.627,1,325.95,0.117,0,1
2,0.286,0,662.14,0.161,0,0
1,0.637,1,102.5,0.54,0,1
0,0.615,0,78.36,0.49,0,0
0,0.418,0,210.53,0.765,0,0
2,0.79,0,371.95,0.319,0,1
2,0.509,1,211.32,0.839,0,1
2,0.934,0,163.43,0.577,0,1
2,0.472,0,656.33,0.083,1,1
2,0.714,0,303.21,0.499,1,1
2,0.791,0,585.18,0.463,0,0
2,0.726,0,273.57,0.421,0,1
1,0.903,1,72.17,0.378,0,1
1,0.229,0,68.83,0.209,0,0
1,0.687,0,357.81,0.551,0,0
1,0.098,1,130.02,0.587,1,0
1,0.334,0,387.87,0.097,0,0
2,0.769,1,254.76,0.068,1,1
2,0.978,1,40.34,0.055,0,1
2,0.473,0,477.14,0.584,1,1
2,0.551,0,589.38,0.258,0,0
1,0.412,0,242.47,0.212,0,0
2,0.895,0,487.24,0.56,0,0
2,0.259,1,42.83,0.379,1,1
2,0.78,1,229.53,0.647,0,1
2,0.774,1,23.2,0.885,1,1
2,0.158,0,195.44,0.326,1,1
1,0.435,0,57.93,0.669,0,0
1,0.085,1,166.87,0.612,0,0
1,0.677,1,277.77,0.245,0,0
1,0.49,0,278.02,0.574,0,0
2,0.73,0,164.44,0.312,1,1
0,0.793,1,479.88,0.615,0,0
1,0.64,0,123.54,0.086,0,0
2,0.41,0,202.18,0.636,0,1
2,0.369,1,378.97,0.584,0,1
1,0.834,0,181.43,0.395,0,0
2,0.739,0,137.9,0.322,0,1
1,0.746,0,153.16,0.248,1,0
1,0.354,0,125.57,0.482,0,0
2,0.572,1,158.31,0.822,0,1
2,0.328,1,475.71,0.955,0,1
2,0.76,0,233.37,0.256,0,1
1,0.78,1,210.17,0.311,1,1
2,0.791,0,428.18,0.174,0,1
2,0.33,1,489.71,0.902,0,1
2,0.542,1,165.32,0.646,1,1
1,0.898,0,225.13,0.612,0,0
2,0.536,0,681.64,0.794,0,0
2,0.771,0,131.51,0.722,0,1
2,0.958,0,539.19,0.625,0,0
1,0.885,0,250.94,0.494,1,0
2,0.853,0,384.33,0.366,0,1
0,0.188,0,508.64,0.534,0,0
1,0.463,0,89.03,0.558,1,1
0,0.922,0,385.61,0.524,0,0
1,0.733,1,321.01,0.933,0,0
2,0.635,1,456.65,0.714,0,1
1,0.771,0,39.05,0.011,0,1
2,0.22,0,223.83,0.944,1,1
2,0.785,0,503.32,0.431,0,0
2,0.707,1,495.31,0.621,0,1
2,0.713,0,233.42,0.691,1,1
2,0.692,1,282.12,0.117,0,1
1,0.576,1,116.7,0.056,0,1
1,0.459,1,234.08,0.621,0,0
2,0.819,1,414.8,0.692,0,1
2,0.682,0,460.07,0.233,0,0
2,0.921,0,519.64,0.226,0,0
2,0.955,1,248.92,0.95,0,1
2,0.44,0,105.01,0.02,0,1
2,0.703,0,227.85,0.602,0,1
0,0.332,1,120.32,0.863,0,0
2,0.336,1,265.82,0.552,1,1
1,0.701,0,152.42,0.197,0,0
2,0.768,1,739.48,0.59,0,0
2,0.601,0,634.8,0.267,0,0
2,0.451,1,591.45,0.914,0,1
2,0.653,0,223.28,0.68,0,1
0,0.481,0,527.71,0.612,0,0
2,0.686,0,227.41,0.188,1,1
1,0.598,0,138.75,0.432,0,0
2,0.554,0,477.53,0.731,1,1
0,0.838,0,379.24,0.527,0,0
1,0.579,0,225.45,0.156,0,0
1,0.488,0,147.94,0.803,0,1
0,0.596,1,319.54,0.856,0,0
2,0.572,0,561.48,0.775,1,1
1,0.406,0,125.08,0.785,0,1
1,0.877,0,72.26,0.294,1,1
2,0.555,1,748.95,0.443,0,0
0,0.315,0,240.53,0.786,1,0
2,0.275,1,293.27,0.714,1,1
2,0.717,0,462.82,0.253,0,0
2,0.618,0,79.0,0.036,0,1
1,0.877,1,123.18,0.148,0,1
2,0.286,0,370.51,0.118,1,1
1,0.705,0,86.42,0.054,0,0
1,0.879,0,362.65,0.525,0,0
2,0.586,0,177.71,0.582,0,1
2,0.499,0,546.44,0.631,1,1
1,0.624,0,171.92,0.22,0,0
1,0.396,1,19.6,0.404,0,0
1,0.549,0,196.6,0.166,1,0
2,0.452,0,252.66,0.514,0,1
2,0.804,0,291.5,0.667,1,1
1,0.48,0,167.33,0.826,1,0
2,0.436,0,634.16,0.392,0,0
1,0.625,0,124.42,0.054,0,0
1,0.699,0,164.54,0.674,0,1
2,0.627,0,782.24,0.369,0,0
2,0.271,1,618.6,0.759,0,1
2,0.398,0,92.67,0.726,0,1
1,0.486,0,45.28,0.095,0,1
2,0.899,1,396.85,0.143,1,1
1,0.563,1,108.72,0.2,0,1
2,0.629,0,283.99,0.783,1,1
2,0.244,0,573.34,0.825,0,0
2,0.867,0,407.4,0.442,0,0
2,0.545,1,311.62,0.562,1,1
1,0.473,0,297.5,0.388,0,0
2,0.468,1,323.99,0.979,0,1
2,0.41,0,612.41,0.36,0,0
2,0.494,0,293.16,0.61,0,1
1,0.212,1,377.25,0.464,1,0
1,0.385,0,178.2,0.673,0,0
2,0.84,1,409.0,0.882,1,1
2,0.696,0,97.87,0.893,0,1
2,0.641,0,523.32,0.612,0,0
1,0.764,0,315.12,0.287,0,0
